File,Thyrocytes_Count,Classification
LS-351.jpg,21,LEVEL IV
LS-063.jpg,31,LEVEL III
LS-637.jpg,40,LEVEL III
LS-232.jpg,103,LEVEL III
LS-055.jpg,75,LEVEL III
LS-400.jpg,116,LEVEL V
LS-612.jpg,31,LEVEL III
LS-187.jpg,36,LEVEL V
LS-221.jpeg,85,LEVEL IV
LS-434.jpg,1260,LEVEL V
LS-447.jpg,29,LEVEL II
LS-305.jpg,20,LEVEL I
LS-530.jpg,149,LEVEL IV
LS-091.jpg,55,LEVEL V
LS-217.jpeg,126,LEVEL I
LS-044.jpg,19,LEVEL I
LS-609.jpg,75,LEVEL III
LS-340.jpg,437,LEVEL IV
LS-264.jpg,41,LEVEL III
LS-540.jpg,73,LEVEL II
LS-077.jpg,19,LEVEL III
LS-031.jpeg,80,LEVEL II
LS-039.jpeg,27,LEVEL II
LS-578.jpg,22,LEVEL II
LS-555.jpg,385,LEVEL IV
LS-032.jpeg,427,LEVEL IV
LS-332.jpg,115,LEVEL III
LS-457.jpg,88,LEVEL III
LS-417.jpg,21,LEVEL II
LS-484.jpg,93,LEVEL IV
LS-265.jpg,113,LEVEL III
LS-452.jpg,85,LEVEL III
LS-491.jpg,77,LEVEL IV
LS-504.jpg,39,LEVEL IV
LS-488.jpg,44,LEVEL II
LS-338.jpg,28,LEVEL III
LS-542.jpg,169,LEVEL III
LS-581.jpg,85,LEVEL III
LS-358.jpg,48,LEVEL V
LS-511.jpg,74,LEVEL II
LS-514.jpg,67,LEVEL II
LS-300.jpg,26,LEVEL I
LS-455.jpg,77,LEVEL IV
LS-030.jpg,88,LEVEL III
LS-522.jpg,442,LEVEL IV
LS-214.jpg,11,LEVEL I
LS-350.jpg,158,LEVEL IV
LS-168.jpg,98,LEVEL II
LS-374.jpg,23,LEVEL II
LS-490.jpg,135,LEVEL IV
LS-414.jpg,17,LEVEL II
LS-177.jpg,213,LEVEL V
LS-537.jpg,160,LEVEL V
LS-065.jpeg,291,LEVEL V
LS-466.jpg,12,LEVEL I
LS-084.jpeg,122,LEVEL V
LS-220.jpg,74,LEVEL V
LS-614.jpg,312,LEVEL V
LS-257.jpg,85,LEVEL I
LS-433.jpg,1331,LEVEL V
LS-391.jpg,7,LEVEL II
LS-226.jpeg,229,LEVEL II
LS-252.jpg,60,LEVEL IV
LS-267.jpg,192,LEVEL V
LS-603.jpg,353,LEVEL V
LS-575.jpg,14,LEVEL II
LS-087.jpeg,44,LEVEL IV
LS-558.jpg,133,LEVEL IV
LS-479.jpg,70,LEVEL III
LS-200.jpeg,109,LEVEL V
LS-613.jpg,67,LEVEL IV
LS-432.jpg,2720,LEVEL V
LS-399.jpg,32,LEVEL II
LS-527.jpg,348,LEVEL IV
LS-062.jpeg,61,LEVEL II
LS-363.jpg,523,LEVEL V
LS-401.jpg,24,LEVEL III
LS-472.jpg,108,LEVEL V
LS-638.jpg,138,LEVEL IV
LS-108.jpg,214,LEVEL I
LS-223.jpg,66,LEVEL IV
LS-481.jpg,31,LEVEL III
LS-634.jpg,98,LEVEL III
LS-049.jpeg,130,LEVEL II
LS-245.jpg,491,LEVEL V
LS-382.jpg,18,LEVEL I
LS-406.jpg,22,LEVEL I
LS-019.jpg,71,LEVEL III
LS-430.jpg,90,LEVEL IV
LS-080.jpeg,406,LEVEL III
LS-596.jpg,13,LEVEL III
LS-262.jpg,119,LEVEL V
LS-184.jpg,56,LEVEL III
LS-111.jpg,39,LEVEL III
LS-570.jpg,19,LEVEL I
LS-057.jpg,55,LEVEL V
LS-567.jpg,29,LEVEL I
LS-425.jpg,51,LEVEL III
LS-441.jpg,1401,LEVEL IV
LS-124.jpg,157,LEVEL V
LS-127.jpg,91,LEVEL V
LS-299.jpg,27,LEVEL II
LS-269.jpg,233,LEVEL IV
LS-384.jpg,163,LEVEL V
LS-069.jpeg,13,LEVEL I
LS-463.jpg,15,LEVEL III
LS-119.jpg,127,LEVEL IV
LS-247.jpg,79,LEVEL III
LS-106.jpg,66,LEVEL IV
LS-041.jpg,10,LEVEL I
LS-444.jpg,348,LEVEL V
LS-642.jpg,98,LEVEL III
LS-517.jpg,39,LEVEL II
LS-101.jpg,69,LEVEL V
LS-636.jpg,28,LEVEL II
LS-035.jpg,8,LEVEL I
LS-234.jpg,44,LEVEL IV
LS-167.jpg,167,LEVEL III
LS-349.jpg,11,LEVEL I
LS-083.jpg,13,LEVEL I
LS-335.jpg,186,LEVEL II
LS-078.jpeg,28,LEVEL III
LS-548.jpg,549,LEVEL III
LS-474.jpg,43,LEVEL III
LS-273.jpg,367,LEVEL V
LS-281.jpg,526,LEVEL III
LS-043.jpeg,100,LEVEL III
LS-423.jpg,12,LEVEL II
LS-018.jpeg,124,LEVEL III
LS-207.jpeg,150,LEVEL IV
LS-034.jpg,91,LEVEL V
LS-082.jpg,189,LEVEL V
LS-627.jpg,55,LEVEL III
LS-431.jpg,1517,LEVEL V
LS-579.jpg,20,LEVEL I
LS-445.jpg,613,LEVEL V
LS-229.jpeg,21,LEVEL II
LS-509.jpg,29,LEVEL II
LS-162.jpg,134,LEVEL IV
LS-157.jpg,217,LEVEL V
LS-249.jpg,167,LEVEL III
LS-546.jpg,607,LEVEL III
LS-598.jpg,157,LEVEL IV
LS-571.jpg,17,LEVEL I
LS-531.jpg,783,LEVEL IV
LS-500.jpg,191,LEVEL IV
LS-469.jpg,303,LEVEL III
LS-297.jpg,132,LEVEL II
LS-045.jpg,29,LEVEL V
LS-047.jpeg,163,LEVEL III
LS-429.jpg,40,LEVEL III
LS-105.jpg,304,LEVEL V
LS-209.jpeg,18,LEVEL III
LS-405.jpg,47,LEVEL II
LS-076.jpeg,607,LEVEL V
LS-521.jpg,45,LEVEL I
LS-553.jpg,534,LEVEL IV
LS-336.jpg,48,LEVEL III
LS-539.jpg,290,LEVEL II
LS-002.jpg,208,LEVEL III
LS-333.jpg,178,LEVEL III
LS-140.jpg,194,LEVEL IV
LS-291.jpg,53,LEVEL IV
LS-369.jpg,27,LEVEL III
LS-024.jpg,21,LEVEL II
LS-282.jpg,115,LEVEL IV
LS-021.jpeg,148,LEVEL II
LS-532.jpg,910,LEVEL IV
LS-507.jpg,60,LEVEL III
LS-528.jpg,531,LEVEL IV
LS-285.jpg,154,LEVEL II
LS-239.jpg,142,LEVEL IV
LS-462.jpg,98,LEVEL IV
LS-136.jpg,404,LEVEL IV
LS-023.jpg,55,LEVEL II
LS-150.jpg,98,LEVEL V
LS-607.jpg,43,LEVEL III
LS-381.jpg,13,LEVEL I
LS-478.jpg,37,LEVEL I
LS-428.jpg,73,LEVEL III
LS-189.jpg,54,LEVEL V
LS-122.jpg,55,LEVEL IV
LS-422.jpg,130,LEVEL V
LS-409.jpg,21,LEVEL III
LS-266.jpg,132,LEVEL III
LS-306.jpg,9,LEVEL II
LS-025.jpg,171,LEVEL III
LS-007.png,9,LEVEL I
LS-170.jpg,30,LEVEL III
LS-510.jpg,57,LEVEL III
LS-389.jpg,88,LEVEL V
LS-256.jpg,33,LEVEL II
LS-292.jpg,18,LEVEL I
LS-278.jpg,41,LEVEL II
LS-240.jpg,30,LEVEL III
LS-499.jpg,54,LEVEL II
LS-303.jpg,83,LEVEL IV
LS-403.jpg,99,LEVEL III
LS-131.jpg,129,LEVEL III
LS-357.jpg,28,LEVEL III
LS-321.jpg,61,LEVEL III
LS-383.jpg,20,LEVEL II
LS-538.jpg,170,LEVEL II
LS-126.jpg,77,LEVEL V
LS-419.jpg,161,LEVEL V
LS-323.jpg,70,LEVEL V
LS-588.jpg,158,LEVEL III
LS-235.jpg,12,LEVEL I
LS-015.jpeg,175,LEVEL III
LS-506.jpg,48,LEVEL II
LS-397.jpg,9,LEVEL I
LS-011.jpeg,304,LEVEL II
LS-339.jpg,94,LEVEL V
LS-477.jpg,36,LEVEL III
LS-330.jpg,66,LEVEL II
LS-070.jpg,366,LEVEL V
LS-293.jpg,255,LEVEL V
LS-352.jpg,97,LEVEL I
LS-138.jpg,50,LEVEL V
LS-556.jpg,70,LEVEL II
LS-212.jpg,32,LEVEL II
LS-012.jpeg,279,LEVEL V
LS-130.jpg,500,LEVEL II
LS-075.jpeg,131,LEVEL IV
LS-132.jpg,93,LEVEL IV
LS-183.jpg,21,LEVEL II
LS-197.jpg,202,LEVEL V
LS-622.jpg,56,LEVEL III
LS-505.jpg,84,LEVEL III
LS-331.jpg,140,LEVEL IV
