File,Thyrocyte_Annotation_Path,Cluster_Annotation_Path,Updated_Cluster_Annotation_Path,Updated_Thyrocyte_and_Cluster_Annotation_Path,Image_Path,Confusant_Path
LS-021.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-021A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-021B.json,,,raw/fnab/BATCH 1/LS-021.jpeg,raw/fnab/Confusant/LS-021-confusant.csv
LS-045.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-045A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-045B.json,,,raw/fnab/BATCH 1/LS-045.jpg,
LS-041.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-041A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-041B.json,,,raw/fnab/BATCH 1/LS-041.jpg,raw/fnab/Confusant/LS-041-confusant.csv
LS-055.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-055A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-055B.json,,,raw/fnab/BATCH 1/LS-055.jpg,raw/fnab/Confusant/LS-055-confusant.csv
LS-056.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-056A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-056B.json,,,raw/fnab/BATCH 1/LS-056.jpg,raw/fnab/Confusant/LS-056-confusant.csv
LS-010.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-010A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-010B.json,,,raw/fnab/BATCH 1/LS-010.jpeg,raw/fnab/Confusant/LS-010-confusant.csv
LS-036.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-036A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-036B.json,,,raw/fnab/BATCH 1/LS-036.jpg,raw/fnab/Confusant/LS-036-confusant.csv
LS-022.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-022A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-022B.json,,,raw/fnab/BATCH 1/LS-022.jpeg,raw/fnab/Confusant/LS-022-confusant.csv
LS-073.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-073A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-073B.json,,,raw/fnab/BATCH 1/LS-073.jpeg,raw/fnab/Confusant/LS-073-confusant.csv
LS-085.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-085A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-085B.json,,,raw/fnab/BATCH 1/LS-085.jpeg,raw/fnab/Confusant/LS-085-confusant.csv
LS-044.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-044A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-044B.json,,,raw/fnab/BATCH 1/LS-044.jpg,raw/fnab/Confusant/LS-044-confusant.csv
LS-058.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-058A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-058B.json,,,raw/fnab/BATCH 1/LS-058.jpeg,raw/fnab/Confusant/LS-058-confusant.csv
LS-003.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-003A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-003B.json,,,raw/fnab/BATCH 1/LS-003.jpg,raw/fnab/Confusant/LS-003-confusant.csv
LS-019.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-019A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-019B.json,,,raw/fnab/BATCH 1/LS-019.jpg,raw/fnab/Confusant/LS-019-confusant.csv
LS-037.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-037A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-037B.json,,,raw/fnab/BATCH 1/LS-037.jpg,raw/fnab/Confusant/LS-037-confusant.csv
LS-086.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-086A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-086B.json,,,raw/fnab/BATCH 1/LS-086.jpeg,
LS-032.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-032A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-032B.json,,,raw/fnab/BATCH 1/LS-032.jpeg,raw/fnab/Confusant/LS-032-confusant.csv
LS-084.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-084A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-084B.json,,,raw/fnab/BATCH 1/LS-084.jpeg,
LS-082.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-082A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-082B.json,,,raw/fnab/BATCH 1/LS-082.jpg,
LS-087.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-087A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-087B.json,,raw/fnab/Thyrocytes and Clusters - Update/LS-087-thyrocyte and cluster.csv,raw/fnab/BATCH 1/LS-087.jpeg,
LS-018.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-018A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-018B.json,,,raw/fnab/BATCH 1/LS-018.jpeg,raw/fnab/Confusant/LS-018-confusant.csv
LS-060.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-060A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-060B.json,,,raw/fnab/BATCH 1/LS-060.jpeg,raw/fnab/Confusant/LS-060-confusant.csv
LS-046.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-046A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-046B.json,,,raw/fnab/BATCH 1/LS-046.jpeg,
LS-076.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-076A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-076B.json,,,raw/fnab/BATCH 1/LS-076.jpeg,
LS-078.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-078A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-078B.json,,,raw/fnab/BATCH 1/LS-078.jpeg,raw/fnab/Confusant/LS-078-confusant.csv
LS-077.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-077A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-077B.json,,,raw/fnab/BATCH 1/LS-077.jpg,raw/fnab/Confusant/LS-077-confusant.csv
LS-030.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-030A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-030B.json,,,raw/fnab/BATCH 1/LS-030.jpg,raw/fnab/Confusant/LS-030-confusant.csv
LS-031.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-031A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-031B.json,,,raw/fnab/BATCH 1/LS-031.jpeg,raw/fnab/Confusant/LS-031-confusant.csv
LS-083.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-083A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-083B.json,,,raw/fnab/BATCH 1/LS-083.jpg,raw/fnab/Confusant/LS-083-confusant.csv
LS-017.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-017A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-017B.json,,,raw/fnab/BATCH 1/LS-017.jpeg,raw/fnab/Confusant/LS-017-confusant.csv
LS-052.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-052A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-052B.json,,,raw/fnab/BATCH 1/LS-052.jpeg,
LS-075.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-075A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-075B.json,,,raw/fnab/BATCH 1/LS-075.jpeg,raw/fnab/Confusant/LS-075-confusant.csv
LS-042.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-042A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-042B.json,,,raw/fnab/BATCH 1/LS-042.jpeg,raw/fnab/Confusant/LS-042-confusant.csv
LS-011.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-011A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-011B.json,,,raw/fnab/BATCH 1/LS-011.jpeg,raw/fnab/Confusant/LS-011-confusant.csv
LS-080.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-080A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-080B.json,,,raw/fnab/BATCH 1/LS-080.jpeg,raw/fnab/Confusant/LS-080-confusant.csv
LS-074.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-074A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-074B.json,,raw/fnab/Thyrocytes and Clusters - Update/LS-074-thyrocyte and cluster.csv,raw/fnab/BATCH 1/LS-074.jpeg,raw/fnab/Confusant/LS-074-confusant.csv
LS-065.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-065A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-065B.json,,,raw/fnab/BATCH 1/LS-065.jpeg,raw/fnab/Confusant/LS-065-confusant.csv
LS-015.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-015A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-015B.json,,,raw/fnab/BATCH 1/LS-015.jpeg,raw/fnab/Confusant/LS-015-confusant.csv
LS-002.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-002A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-002B.json,,,raw/fnab/BATCH 1/LS-002.jpg,raw/fnab/Confusant/LS-002-confusant.csv
LS-007.png,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-007A.csv,,,,raw/fnab/BATCH 1/LS-007.png,raw/fnab/Confusant/LS-007-confusant.csv
LS-039.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-039A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-039B.json,,,raw/fnab/BATCH 1/LS-039.jpeg,raw/fnab/Confusant/LS-039-confusant.csv
LS-061.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-061A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-061B.json,,,raw/fnab/BATCH 1/LS-061.jpg,raw/fnab/Confusant/LS-061-confusant.csv
LS-009.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-009A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-009B.json,,,raw/fnab/BATCH 1/LS-009.jpeg,raw/fnab/Confusant/LS-009-confusant.csv
LS-024.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-024A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-024B.json,,,raw/fnab/BATCH 1/LS-024.jpg,raw/fnab/Confusant/LS-024-confusant.csv
LS-005.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-005A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-005B.json,,,raw/fnab/BATCH 1/LS-005.jpeg,raw/fnab/Confusant/LS-005-confusant.csv
LS-063.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-063A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-063B.json,,,raw/fnab/BATCH 1/LS-063.jpg,raw/fnab/Confusant/LS-063-confusant.csv
LS-070.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-070A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-070B.json,,,raw/fnab/BATCH 1/LS-070.jpg,
LS-067.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-067A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-067B.json,,,raw/fnab/BATCH 1/LS-067.jpeg,raw/fnab/Confusant/LS-067-confusant.csv
LS-035.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-035A.csv,,,,raw/fnab/BATCH 1/LS-035.jpg,raw/fnab/Confusant/LS-035-confusant.csv
LS-013.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-013A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-013B.json,,,raw/fnab/BATCH 1/LS-013.jpeg,raw/fnab/Confusant/LS-013-confusant.csv
LS-062.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-062A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-062B.json,,,raw/fnab/BATCH 1/LS-062.jpeg,raw/fnab/Confusant/LS-062-confusant.csv
LS-059.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-059A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-059B.json,,,raw/fnab/BATCH 1/LS-059.jpeg,raw/fnab/Confusant/LS-059-confusant.csv
LS-081.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-081A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-081B.json,,,raw/fnab/BATCH 1/LS-081.jpeg,
LS-088.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-088A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-088B.json,,,raw/fnab/BATCH 1/LS-088.jpg,
LS-066.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-066A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-066B.json,,,raw/fnab/BATCH 1/LS-066.jpeg,raw/fnab/Confusant/LS-066-confusant.csv
LS-068.jpg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-068A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-068B.json,,raw/fnab/Thyrocytes and Clusters - Update/LS-068-thyrocyte and cluster.csv,raw/fnab/BATCH 1/LS-068.jpg,raw/fnab/Confusant/LS-068-confusant.csv
LS-008.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-008A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-008B.json,,,raw/fnab/BATCH 1/LS-008.jpeg,raw/fnab/Confusant/LS-008-confusant.csv
LS-050.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-050A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-050B.json,,,raw/fnab/BATCH 1/LS-050.jpeg,raw/fnab/Confusant/LS-050-confusant.csv
LS-051.jpeg,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-051A.csv,raw/fnab/BATCH 1 - ANNOTATED FILES/LS-051B.json,,,raw/fnab/BATCH 1/LS-051.jpeg,
LS-338.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-338A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-338B.json,,,raw/fnab/BATCH 4/LS-338.jpg,raw/fnab/Confusant/LS-338-confusant.csv
LS-369.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-369A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-369B.json,,,raw/fnab/BATCH 4/LS-369.jpg,raw/fnab/Confusant/LS-369-confusant.csv
LS-297.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-297A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-297B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-297-cluster.csv,,raw/fnab/BATCH 4/LS-297.jpg,raw/fnab/Confusant/LS-297-confusant.csv
LS-370.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-370A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-370B.json,,,raw/fnab/BATCH 4/LS-370.jpg,raw/fnab/Confusant/LS-370-confusant.csv
LS-399.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-399A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-399B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-399-cluster.csv,,raw/fnab/BATCH 4/LS-399.jpg,raw/fnab/Confusant/LS-399-confusant.csv
LS-293.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-293A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-293B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-293-cluster.csv,,raw/fnab/BATCH 4/LS-293.jpg,raw/fnab/Confusant/LS-293-confusant.csv
LS-316.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-316A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-316B.json,,,raw/fnab/BATCH 4/LS-316.jpg,raw/fnab/Confusant/LS-316-confusant.csv
LS-354.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-354A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-354B.json,,,raw/fnab/BATCH 4/LS-354.jpg,raw/fnab/Confusant/LS-354-confusant.csv
LS-363.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-363A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-363B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-363-cluster.csv,,raw/fnab/BATCH 4/LS-363.jpg,raw/fnab/Confusant/LS-363-confusant.csv
LS-303.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-303A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-303B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-303-cluster.csv,,raw/fnab/BATCH 4/LS-303.jpg,raw/fnab/Confusant/LS-303-confusant.csv
LS-367.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-367A.csv,,,,raw/fnab/BATCH 4/LS-367.jpg,raw/fnab/Confusant/LS-367-confusant.csv
LS-337.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-337A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-337B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-337-cluster.csv,,raw/fnab/BATCH 4/LS-337.jpg,raw/fnab/Confusant/LS-337-confusant.csv
LS-324.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-324A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-324B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-324-cluster.csv,,raw/fnab/BATCH 4/LS-324.jpg,raw/fnab/Confusant/LS-324-confusant.csv
LS-353.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-353A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-353B.json,,,raw/fnab/BATCH 4/LS-353.jpg,raw/fnab/Confusant/LS-353-confusant.csv
LS-397.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-397A.csv,,,,raw/fnab/BATCH 4/LS-397.jpg,raw/fnab/Confusant/LS-397-confusant.csv
LS-343.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-343A.csv,,,,raw/fnab/BATCH 4/LS-343.jpg,raw/fnab/Confusant/LS-343-confusant.csv
LS-328.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-328A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-328B.json,,,raw/fnab/BATCH 4/LS-328.jpg,raw/fnab/Confusant/LS-328-confusant.csv
LS-395.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-395A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-395B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-395-cluster.csv,,raw/fnab/BATCH 4/LS-395.jpg,raw/fnab/Confusant/LS-395-confusant.csv
LS-298.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-298A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-298B.json,,,raw/fnab/BATCH 4/LS-298.jpg,raw/fnab/Confusant/LS-298-confusant.csv
LS-350.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-350A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-350B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-350-cluster.csv,,raw/fnab/BATCH 4/LS-350.jpg,raw/fnab/Confusant/LS-350-confusant.csv
LS-309.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-309A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-309B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-309-cluster.csv,,raw/fnab/BATCH 4/LS-309.jpg,raw/fnab/Confusant/LS-309-confusant.csv
LS-374.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-374A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-374B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-374-cluster.csv,,raw/fnab/BATCH 4/LS-374.jpg,raw/fnab/Confusant/LS-374-confusant.csv
LS-325.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-325A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-325B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-325-cluster.csv,,raw/fnab/BATCH 4/LS-325.jpg,raw/fnab/Confusant/LS-325-confusant.csv
LS-333.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-333A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-333B.json,,,raw/fnab/BATCH 4/LS-333.jpg,raw/fnab/Confusant/LS-333-confusant.csv
LS-329.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-329A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-329B.json,,,raw/fnab/BATCH 4/LS-329.jpg,raw/fnab/Confusant/LS-329-confusant.csv
LS-386.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-386A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-386B.json,,,raw/fnab/BATCH 4/LS-386.jpg,raw/fnab/Confusant/LS-386-confusant.csv
LS-376.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-376A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-376B.json,,,raw/fnab/BATCH 4/LS-376.jpg,raw/fnab/Confusant/LS-376-confusant.csv
LS-321.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-321A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-321B.json,,,raw/fnab/BATCH 4/LS-321.jpg,raw/fnab/Confusant/LS-321-confusant.csv
LS-351.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-351A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-351B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-351-cluster.csv,,raw/fnab/BATCH 4/LS-351.jpg,raw/fnab/Confusant/LS-351-confusant.csv
LS-398.jpg,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-398A.csv,raw/fnab/BATCH 4 - ANNOTATED FILES/LS-398B.json,raw/fnab/BATCH 4 - UPDATED ANNOTATIONS/LS-398-cluster.csv,,raw/fnab/BATCH 4/LS-398.jpg,raw/fnab/Confusant/LS-398-confusant.csv
