Level,Image,Rating,Step,Smear
LEVEL_IV,LS-075-A,2,2-Step Clustering,LS-075
LEVEL_IV,LS-075-B,4,3-Step Clustering,LS-075
LEVEL_IV,LS-075-B,3,3-Step Clustering,LS-075
LEVEL_IV,LS-075-B,3,3-Step Clustering,LS-075
LEVEL_IV,LS-075-B,2,3-Step Clustering,LS-075
LEVEL_IV,LS-410-A,3,2-Step Clustering,LS-410
LEVEL_IV,LS-410-A,2,2-Step Clustering,LS-410
LEVEL_IV,LS-410-A,1,2-Step Clustering,LS-410
LEVEL_IV,LS-410-A,2,2-Step Clustering,LS-410
LEVEL_IV,LS-410-B,3,3-Step Clustering,LS-410
LEVEL_IV,LS-410-B,3,3-Step Clustering,LS-410
LEVEL_IV,LS-410-B,1,3-Step Clustering,LS-410
LEVEL_IV,LS-410-B,2,3-Step Clustering,LS-410
LEVEL_IV,LS-602-A,4,2-Step Clustering,LS-602
LEVEL_IV,LS-602-A,4,2-Step Clustering,LS-602
LEVEL_IV,LS-602-A,4,2-Step Clustering,LS-602
LEVEL_IV,LS-602-A,4,2-Step Clustering,LS-602
LEVEL_IV,LS-602-B,4,3-Step Clustering,LS-602
LEVEL_IV,LS-602-B,4,3-Step Clustering,LS-602
LEVEL_IV,LS-602-B,4,3-Step Clustering,LS-602
LEVEL_IV,LS-602-B,4,3-Step Clustering,LS-602
LEVEL_IV,LS-364-A,4,2-Step Clustering,LS-364
LEVEL_IV,LS-364-A,4,2-Step Clustering,LS-364
LEVEL_IV,LS-364-A,4,2-Step Clustering,LS-364
LEVEL_IV,LS-364-A,4,2-Step Clustering,LS-364
LEVEL_IV,LS-364-B,4,3-Step Clustering,LS-364
LEVEL_IV,LS-364-B,4,3-Step Clustering,LS-364
LEVEL_IV,LS-364-B,4,3-Step Clustering,LS-364
LEVEL_IV,LS-364-B,4,3-Step Clustering,LS-364
LEVEL_III,LS-068-A,4,2-Step Clustering,LS-068
LEVEL_III,LS-068-A,2,2-Step Clustering,LS-068
LEVEL_III,LS-068-A,1,2-Step Clustering,LS-068
LEVEL_III,LS-068-A,3,2-Step Clustering,LS-068
LEVEL_III,LS-068-B,4,3-Step Clustering,LS-068
LEVEL_III,LS-068-B,3,3-Step Clustering,LS-068
LEVEL_III,LS-068-B,1,3-Step Clustering,LS-068
LEVEL_III,LS-068-B,4,3-Step Clustering,LS-068
LEVEL_III,LS-425-A,4,2-Step Clustering,LS-425
LEVEL_III,LS-425-A,4,2-Step Clustering,LS-425
LEVEL_III,LS-425-A,4,2-Step Clustering,LS-425
LEVEL_III,LS-425-A,4,2-Step Clustering,LS-425
LEVEL_III,LS-425-B,4,3-Step Clustering,LS-425
LEVEL_III,LS-425-B,4,3-Step Clustering,LS-425
LEVEL_III,LS-425-B,4,3-Step Clustering,LS-425
LEVEL_III,LS-425-B,4,3-Step Clustering,LS-425
LEVEL_III,LS-387-A,3,2-Step Clustering,LS-387
LEVEL_III,LS-387-A,4,2-Step Clustering,LS-387
LEVEL_III,LS-387-A,4,2-Step Clustering,LS-387
LEVEL_III,LS-387-A,4,2-Step Clustering,LS-387
LEVEL_III,LS-387-B,3,3-Step Clustering,LS-387
LEVEL_III,LS-387-B,4,3-Step Clustering,LS-387
LEVEL_III,LS-387-B,4,3-Step Clustering,LS-387
LEVEL_III,LS-387-B,4,3-Step Clustering,LS-387
LEVEL_III,LS-113-A,4,2-Step Clustering,LS-113
LEVEL_III,LS-113-A,3,2-Step Clustering,LS-113
LEVEL_III,LS-113-A,3,2-Step Clustering,LS-113
LEVEL_III,LS-113-A,2,2-Step Clustering,LS-113
LEVEL_III,LS-113-B,4,3-Step Clustering,LS-113
LEVEL_III,LS-113-B,3,3-Step Clustering,LS-113
LEVEL_III,LS-113-B,2,3-Step Clustering,LS-113
LEVEL_III,LS-113-B,2,3-Step Clustering,LS-113
LEVEL_III,LS-321-A,4,2-Step Clustering,LS-321
LEVEL_III,LS-321-A,3,2-Step Clustering,LS-321
LEVEL_III,LS-321-A,1,2-Step Clustering,LS-321
LEVEL_III,LS-321-A,3,2-Step Clustering,LS-321
LEVEL_III,LS-321-B,4,3-Step Clustering,LS-321
LEVEL_III,LS-321-B,4,3-Step Clustering,LS-321
LEVEL_III,LS-321-B,4,3-Step Clustering,LS-321
LEVEL_III,LS-321-B,4,3-Step Clustering,LS-321
LEVEL_III,LS-481-A,4,2-Step Clustering,LS-481
LEVEL_III,LS-481-A,4,2-Step Clustering,LS-481
LEVEL_III,LS-481-A,4,2-Step Clustering,LS-481
LEVEL_III,LS-481-A,4,2-Step Clustering,LS-481
LEVEL_III,LS-481-B,4,3-Step Clustering,LS-481
LEVEL_III,LS-481-B,4,3-Step Clustering,LS-481
LEVEL_III,LS-481-B,4,3-Step Clustering,LS-481
LEVEL_III,LS-481-B,4,3-Step Clustering,LS-481
LEVEL_III,LS-623-A,4,2-Step Clustering,LS-623
LEVEL_III,LS-623-A,3,2-Step Clustering,LS-623
LEVEL_III,LS-623-A,4,2-Step Clustering,LS-623
LEVEL_III,LS-623-A,3,2-Step Clustering,LS-623
LEVEL_III,LS-623-B,4,3-Step Clustering,LS-623
LEVEL_III,LS-623-B,4,3-Step Clustering,LS-623
LEVEL_III,LS-623-B,4,3-Step Clustering,LS-623
LEVEL_III,LS-623-B,4,3-Step Clustering,LS-623
LEVEL_III,LS-099-A,4,2-Step Clustering,LS-099
LEVEL_III,LS-099-A,4,2-Step Clustering,LS-099
LEVEL_III,LS-099-A,4,2-Step Clustering,LS-099
LEVEL_III,LS-099-A,4,2-Step Clustering,LS-099
LEVEL_III,LS-099-B,4,3-Step Clustering,LS-099
LEVEL_III,LS-099-B,4,3-Step Clustering,LS-099
LEVEL_III,LS-099-B,4,3-Step Clustering,LS-099
LEVEL_III,LS-099-B,4,3-Step Clustering,LS-099
LEVEL_III,LS-640-A,4,2-Step Clustering,LS-640
LEVEL_III,LS-640-A,3,2-Step Clustering,LS-640
LEVEL_III,LS-640-A,4,2-Step Clustering,LS-640
LEVEL_III,LS-640-A,3,2-Step Clustering,LS-640
LEVEL_III,LS-640-B,4,3-Step Clustering,LS-640
LEVEL_III,LS-640-B,4,3-Step Clustering,LS-640
LEVEL_III,LS-640-B,4,3-Step Clustering,LS-640
LEVEL_III,LS-640-B,4,3-Step Clustering,LS-640
LEVEL_III,LS-342-A,4,2-Step Clustering,LS-342
LEVEL_III,LS-342-A,3,2-Step Clustering,LS-342
LEVEL_III,LS-342-A,2,2-Step Clustering,LS-342
LEVEL_III,LS-342-A,4,2-Step Clustering,LS-342
LEVEL_III,LS-342-B,4,3-Step Clustering,LS-342
LEVEL_III,LS-342-B,4,3-Step Clustering,LS-342
LEVEL_III,LS-342-B,4,3-Step Clustering,LS-342
LEVEL_III,LS-342-B,3,3-Step Clustering,LS-342
LEVEL_III,LS-428-A,4,2-Step Clustering,LS-428
LEVEL_III,LS-428-A,3,2-Step Clustering,LS-428
LEVEL_III,LS-428-A,4,2-Step Clustering,LS-428
LEVEL_III,LS-428-A,3,2-Step Clustering,LS-428
LEVEL_III,LS-428-B,4,3-Step Clustering,LS-428
LEVEL_III,LS-428-B,4,3-Step Clustering,LS-428
LEVEL_III,LS-428-B,4,3-Step Clustering,LS-428
LEVEL_III,LS-428-B,4,3-Step Clustering,LS-428
LEVEL_III,LS-479-A,4,2-Step Clustering,LS-479
LEVEL_III,LS-479-A,4,2-Step Clustering,LS-479
LEVEL_III,LS-479-A,4,2-Step Clustering,LS-479
LEVEL_III,LS-479-A,4,2-Step Clustering,LS-479
LEVEL_III,LS-479-B,4,3-Step Clustering,LS-479
LEVEL_III,LS-479-B,4,3-Step Clustering,LS-479
LEVEL_III,LS-479-B,4,3-Step Clustering,LS-479
LEVEL_III,LS-479-B,4,3-Step Clustering,LS-479
LEVEL_III,LS-485-A,4,2-Step Clustering,LS-485
LEVEL_III,LS-485-A,4,2-Step Clustering,LS-485
LEVEL_III,LS-485-A,4,2-Step Clustering,LS-485
LEVEL_III,LS-485-A,4,2-Step Clustering,LS-485
LEVEL_III,LS-485-B,4,3-Step Clustering,LS-485
LEVEL_III,LS-485-B,4,3-Step Clustering,LS-485
LEVEL_III,LS-485-B,4,3-Step Clustering,LS-485
LEVEL_III,LS-485-B,4,3-Step Clustering,LS-485
LEVEL_III,LS-505-A,4,2-Step Clustering,LS-505
LEVEL_III,LS-505-A,3,2-Step Clustering,LS-505
LEVEL_III,LS-505-A,3,2-Step Clustering,LS-505
LEVEL_III,LS-505-A,3,2-Step Clustering,LS-505
LEVEL_III,LS-505-B,4,3-Step Clustering,LS-505
LEVEL_III,LS-505-B,4,3-Step Clustering,LS-505
LEVEL_III,LS-505-B,4,3-Step Clustering,LS-505
LEVEL_III,LS-505-B,4,3-Step Clustering,LS-505
LEVEL_I,LS-382-A,4,2-Step Clustering,LS-382
LEVEL_I,LS-382-A,4,2-Step Clustering,LS-382
LEVEL_I,LS-382-A,4,2-Step Clustering,LS-382
LEVEL_I,LS-382-A,3,2-Step Clustering,LS-382
LEVEL_I,LS-382-B,3,3-Step Clustering,LS-382
LEVEL_I,LS-382-B,4,3-Step Clustering,LS-382
LEVEL_I,LS-382-B,4,3-Step Clustering,LS-382
LEVEL_I,LS-382-B,3,3-Step Clustering,LS-382
LEVEL_I,LS-571-A,4,2-Step Clustering,LS-571
LEVEL_I,LS-571-A,4,2-Step Clustering,LS-571
LEVEL_I,LS-571-A,4,2-Step Clustering,LS-571
LEVEL_I,LS-571-A,4,2-Step Clustering,LS-571
LEVEL_I,LS-571-B,4,3-Step Clustering,LS-571
LEVEL_I,LS-571-B,4,3-Step Clustering,LS-571
LEVEL_I,LS-571-B,4,3-Step Clustering,LS-571
LEVEL_I,LS-571-B,4,3-Step Clustering,LS-571
LEVEL_I,LS-366-A,3,2-Step Clustering,LS-366
LEVEL_I,LS-366-A,2,2-Step Clustering,LS-366
LEVEL_I,LS-366-A,2,2-Step Clustering,LS-366
LEVEL_I,LS-366-A,2,2-Step Clustering,LS-366
LEVEL_I,LS-366-B,3,3-Step Clustering,LS-366
LEVEL_I,LS-366-B,3,3-Step Clustering,LS-366
LEVEL_I,LS-366-B,2,3-Step Clustering,LS-366
LEVEL_I,LS-366-B,3,3-Step Clustering,LS-366
LEVEL_I,LS-570-A,4,2-Step Clustering,LS-570
LEVEL_I,LS-570-A,4,2-Step Clustering,LS-570
LEVEL_I,LS-570-A,3,2-Step Clustering,LS-570
LEVEL_I,LS-570-A,3,2-Step Clustering,LS-570
LEVEL_I,LS-570-B,4,3-Step Clustering,LS-570
LEVEL_I,LS-570-B,4,3-Step Clustering,LS-570
LEVEL_I,LS-570-B,3,3-Step Clustering,LS-570
LEVEL_I,LS-570-B,3,3-Step Clustering,LS-570
LEVEL_I,LS-467-A,4,2-Step Clustering,LS-467
LEVEL_I,LS-467-A,1,2-Step Clustering,LS-467
LEVEL_I,LS-467-A,1,2-Step Clustering,LS-467
LEVEL_I,LS-467-A,3,2-Step Clustering,LS-467
LEVEL_I,LS-467-B,4,3-Step Clustering,LS-467
LEVEL_I,LS-467-B,4,3-Step Clustering,LS-467
LEVEL_I,LS-467-B,4,3-Step Clustering,LS-467
LEVEL_I,LS-467-B,3,3-Step Clustering,LS-467
LEVEL_I,LS-257-A,3,2-Step Clustering,LS-257
LEVEL_I,LS-257-A,4,2-Step Clustering,LS-257
LEVEL_I,LS-257-A,4,2-Step Clustering,LS-257
LEVEL_I,LS-257-A,3,2-Step Clustering,LS-257
LEVEL_I,LS-257-B,3,3-Step Clustering,LS-257
LEVEL_I,LS-257-B,4,3-Step Clustering,LS-257
LEVEL_I,LS-257-B,4,3-Step Clustering,LS-257
LEVEL_I,LS-257-B,4,3-Step Clustering,LS-257
LEVEL_I,LS-188-A,4,2-Step Clustering,LS-188
LEVEL_I,LS-188-A,2,2-Step Clustering,LS-188
LEVEL_I,LS-188-A,4,2-Step Clustering,LS-188
LEVEL_I,LS-188-A,4,2-Step Clustering,LS-188
LEVEL_I,LS-188-B,4,3-Step Clustering,LS-188
LEVEL_I,LS-188-B,2,3-Step Clustering,LS-188
LEVEL_I,LS-188-B,4,3-Step Clustering,LS-188
LEVEL_I,LS-188-B,4,3-Step Clustering,LS-188
LEVEL_II,LS-580-A,4,2-Step Clustering,LS-580
LEVEL_II,LS-580-A,4,2-Step Clustering,LS-580
LEVEL_II,LS-580-A,3,2-Step Clustering,LS-580
LEVEL_II,LS-580-A,3,2-Step Clustering,LS-580
LEVEL_II,LS-580-B,4,3-Step Clustering,LS-580
LEVEL_II,LS-580-B,4,3-Step Clustering,LS-580
LEVEL_II,LS-580-B,3,3-Step Clustering,LS-580
LEVEL_II,LS-580-B,3,3-Step Clustering,LS-580
LEVEL_II,LS-605-A,4,2-Step Clustering,LS-605
LEVEL_II,LS-605-A,4,2-Step Clustering,LS-605
LEVEL_II,LS-605-A,4,2-Step Clustering,LS-605
LEVEL_II,LS-605-A,4,2-Step Clustering,LS-605
LEVEL_II,LS-605-B,4,3-Step Clustering,LS-605
LEVEL_II,LS-605-B,4,3-Step Clustering,LS-605
LEVEL_II,LS-605-B,4,3-Step Clustering,LS-605
LEVEL_II,LS-605-B,4,3-Step Clustering,LS-605
LEVEL_II,LS-506-A,4,2-Step Clustering,LS-506
LEVEL_II,LS-506-A,3,2-Step Clustering,LS-506
LEVEL_II,LS-506-A,4,2-Step Clustering,LS-506
LEVEL_II,LS-506-A,4,2-Step Clustering,LS-506
LEVEL_II,LS-506-B,4,3-Step Clustering,LS-506
LEVEL_II,LS-506-B,3,3-Step Clustering,LS-506
LEVEL_II,LS-506-B,4,3-Step Clustering,LS-506
LEVEL_II,LS-506-B,4,3-Step Clustering,LS-506
LEVEL_II,LS-021-A,4,2-Step Clustering,LS-021
LEVEL_II,LS-021-A,3,2-Step Clustering,LS-021
LEVEL_II,LS-021-A,2,2-Step Clustering,LS-021
LEVEL_II,LS-021-A,4,2-Step Clustering,LS-021
LEVEL_II,LS-021-B,4,3-Step Clustering,LS-021
LEVEL_II,LS-021-B,4,3-Step Clustering,LS-021
LEVEL_II,LS-021-B,2,3-Step Clustering,LS-021
LEVEL_II,LS-021-B,4,3-Step Clustering,LS-021
LEVEL_II,LS-168-A,4,2-Step Clustering,LS-168
LEVEL_II,LS-168-A,3,2-Step Clustering,LS-168
LEVEL_II,LS-168-A,3,2-Step Clustering,LS-168
LEVEL_II,LS-168-A,4,2-Step Clustering,LS-168
LEVEL_II,LS-168-B,4,3-Step Clustering,LS-168
LEVEL_II,LS-168-B,4,3-Step Clustering,LS-168
LEVEL_II,LS-168-B,3,3-Step Clustering,LS-168
LEVEL_II,LS-168-B,4,3-Step Clustering,LS-168
LEVEL_II,LS-172-A,4,2-Step Clustering,LS-172
LEVEL_II,LS-172-A,3,2-Step Clustering,LS-172
LEVEL_II,LS-172-A,3,2-Step Clustering,LS-172
LEVEL_II,LS-172-A,4,2-Step Clustering,LS-172
LEVEL_II,LS-172-B,4,3-Step Clustering,LS-172
LEVEL_II,LS-172-B,4,3-Step Clustering,LS-172
LEVEL_II,LS-172-B,4,3-Step Clustering,LS-172
LEVEL_II,LS-172-B,4,3-Step Clustering,LS-172
LEVEL_II,LS-276-A,4,2-Step Clustering,LS-276
LEVEL_II,LS-276-A,3,2-Step Clustering,LS-276
LEVEL_II,LS-276-A,4,2-Step Clustering,LS-276
LEVEL_II,LS-276-A,4,2-Step Clustering,LS-276
LEVEL_II,LS-276-B,4,3-Step Clustering,LS-276
LEVEL_II,LS-276-B,3,3-Step Clustering,LS-276
LEVEL_II,LS-276-B,4,3-Step Clustering,LS-276
LEVEL_II,LS-276-B,3,3-Step Clustering,LS-276
LEVEL_II,LS-515-A,4,2-Step Clustering,LS-515
LEVEL_II,LS-515-A,4,2-Step Clustering,LS-515
LEVEL_II,LS-515-A,4,2-Step Clustering,LS-515
LEVEL_II,LS-515-A,4,2-Step Clustering,LS-515
LEVEL_II,LS-515-B,4,3-Step Clustering,LS-515
LEVEL_II,LS-515-B,4,3-Step Clustering,LS-515
LEVEL_II,LS-515-B,4,3-Step Clustering,LS-515
LEVEL_II,LS-515-B,4,3-Step Clustering,LS-515
LEVEL_II,LS-218-A,4,2-Step Clustering,LS-218
LEVEL_II,LS-218-A,3,2-Step Clustering,LS-218
LEVEL_II,LS-218-A,3,2-Step Clustering,LS-218
LEVEL_II,LS-218-A,4,2-Step Clustering,LS-218
LEVEL_II,LS-218-B,4,3-Step Clustering,LS-218
LEVEL_II,LS-218-B,4,3-Step Clustering,LS-218
LEVEL_II,LS-218-B,3,3-Step Clustering,LS-218
LEVEL_II,LS-218-B,4,3-Step Clustering,LS-218
LEVEL_II,LS-399-A,4,2-Step Clustering,LS-399
LEVEL_II,LS-399-A,2,2-Step Clustering,LS-399
LEVEL_II,LS-399-A,1,2-Step Clustering,LS-399
LEVEL_II,LS-399-A,2,2-Step Clustering,LS-399
LEVEL_II,LS-399-B,4,3-Step Clustering,LS-399
LEVEL_II,LS-399-B,2,3-Step Clustering,LS-399
LEVEL_II,LS-399-B,1,3-Step Clustering,LS-399
LEVEL_II,LS-399-B,2,3-Step Clustering,LS-399
LEVEL_II,LS-608-A,4,2-Step Clustering,LS-608
LEVEL_II,LS-608-A,4,2-Step Clustering,LS-608
LEVEL_II,LS-608-A,3,2-Step Clustering,LS-608
LEVEL_II,LS-608-A,4,2-Step Clustering,LS-608
LEVEL_II,LS-608-B,4,3-Step Clustering,LS-608
LEVEL_II,LS-608-B,4,3-Step Clustering,LS-608
LEVEL_II,LS-608-B,3,3-Step Clustering,LS-608
LEVEL_II,LS-608-B,4,3-Step Clustering,LS-608
LEVEL_II,LS-541-A,4,2-Step Clustering,LS-541
LEVEL_II,LS-541-A,4,2-Step Clustering,LS-541
LEVEL_II,LS-541-A,4,2-Step Clustering,LS-541
LEVEL_II,LS-541-A,4,2-Step Clustering,LS-541
LEVEL_II,LS-541-B,4,3-Step Clustering,LS-541
LEVEL_II,LS-541-B,4,3-Step Clustering,LS-541
LEVEL_II,LS-541-B,4,3-Step Clustering,LS-541
LEVEL_II,LS-541-B,4,3-Step Clustering,LS-541
LEVEL_IV,LS-282-A,3,2-Step Clustering,LS-282
LEVEL_IV,LS-282-A,2,2-Step Clustering,LS-282
LEVEL_IV,LS-282-A,1,2-Step Clustering,LS-282
LEVEL_IV,LS-282-A,3,2-Step Clustering,LS-282
LEVEL_IV,LS-282-B,3,3-Step Clustering,LS-282
LEVEL_IV,LS-282-B,4,3-Step Clustering,LS-282
LEVEL_IV,LS-282-B,1,3-Step Clustering,LS-282
LEVEL_IV,LS-282-B,3,3-Step Clustering,LS-282
LEVEL_IV,LS-494-A,4,2-Step Clustering,LS-494
LEVEL_IV,LS-494-A,3,2-Step Clustering,LS-494
LEVEL_IV,LS-494-A,4,2-Step Clustering,LS-494
LEVEL_IV,LS-494-A,3,2-Step Clustering,LS-494
LEVEL_IV,LS-494-B,4,3-Step Clustering,LS-494
LEVEL_IV,LS-494-B,4,3-Step Clustering,LS-494
LEVEL_IV,LS-494-B,4,3-Step Clustering,LS-494
LEVEL_IV,LS-494-B,4,3-Step Clustering,LS-494
LEVEL_IV,LS-503-A,4,2-Step Clustering,LS-503
LEVEL_IV,LS-503-A,3,2-Step Clustering,LS-503
LEVEL_IV,LS-503-A,4,2-Step Clustering,LS-503
LEVEL_IV,LS-503-A,3,2-Step Clustering,LS-503
LEVEL_IV,LS-503-B,4,3-Step Clustering,LS-503
LEVEL_IV,LS-503-B,4,3-Step Clustering,LS-503
LEVEL_IV,LS-503-B,4,3-Step Clustering,LS-503
LEVEL_IV,LS-503-B,4,3-Step Clustering,LS-503
LEVEL_IV,LS-395-A,4,2-Step Clustering,LS-395
LEVEL_IV,LS-395-A,1,2-Step Clustering,LS-395
LEVEL_IV,LS-395-A,3,2-Step Clustering,LS-395
LEVEL_IV,LS-395-A,3,2-Step Clustering,LS-395
LEVEL_IV,LS-395-B,4,3-Step Clustering,LS-395
LEVEL_IV,LS-395-B,1,3-Step Clustering,LS-395
LEVEL_IV,LS-395-B,3,3-Step Clustering,LS-395
LEVEL_IV,LS-395-B,4,3-Step Clustering,LS-395
LEVEL_IV,LS-288-A,4,2-Step Clustering,LS-288
LEVEL_IV,LS-288-A,4,2-Step Clustering,LS-288
LEVEL_IV,LS-288-A,4,2-Step Clustering,LS-288
LEVEL_IV,LS-288-A,4,2-Step Clustering,LS-288
LEVEL_IV,LS-288-B,4,3-Step Clustering,LS-288
LEVEL_IV,LS-288-B,4,3-Step Clustering,LS-288
LEVEL_IV,LS-288-B,4,3-Step Clustering,LS-288
LEVEL_IV,LS-288-B,4,3-Step Clustering,LS-288
LEVEL_IV,LS-239-A,3,2-Step Clustering,LS-239
LEVEL_IV,LS-239-A,2,2-Step Clustering,LS-239
LEVEL_IV,LS-239-A,1,2-Step Clustering,LS-239
LEVEL_IV,LS-239-A,3,2-Step Clustering,LS-239
LEVEL_IV,LS-239-B,3,3-Step Clustering,LS-239
LEVEL_IV,LS-239-B,2,3-Step Clustering,LS-239
LEVEL_IV,LS-239-B,1,3-Step Clustering,LS-239
LEVEL_IV,LS-239-B,3,3-Step Clustering,LS-239
LEVEL_IV,LS-601-A,4,2-Step Clustering,LS-601
LEVEL_IV,LS-601-A,3,2-Step Clustering,LS-601
LEVEL_IV,LS-601-A,2,2-Step Clustering,LS-601
LEVEL_IV,LS-601-A,3,2-Step Clustering,LS-601
LEVEL_IV,LS-601-B,4,3-Step Clustering,LS-601
LEVEL_IV,LS-601-B,4,3-Step Clustering,LS-601
LEVEL_IV,LS-601-B,4,3-Step Clustering,LS-601
LEVEL_IV,LS-601-B,4,3-Step Clustering,LS-601
LEVEL_IV,LS-291-A,4,2-Step Clustering,LS-291
LEVEL_IV,LS-291-A,4,2-Step Clustering,LS-291
LEVEL_IV,LS-291-A,4,2-Step Clustering,LS-291
LEVEL_IV,LS-291-A,4,2-Step Clustering,LS-291
LEVEL_IV,LS-291-B,4,3-Step Clustering,LS-291
LEVEL_IV,LS-291-B,4,3-Step Clustering,LS-291
LEVEL_IV,LS-291-B,4,3-Step Clustering,LS-291
LEVEL_IV,LS-291-B,4,3-Step Clustering,LS-291
LEVEL_IV,LS-252-A,4,2-Step Clustering,LS-252
LEVEL_IV,LS-252-A,4,2-Step Clustering,LS-252
LEVEL_IV,LS-252-A,4,2-Step Clustering,LS-252
LEVEL_IV,LS-252-A,4,2-Step Clustering,LS-252
